Username,Review,Stars
luqman hakim,"Mini safari, keliling dan kenali beragam satwa dari 5 benua, termasuk beberapa satwa langka dari Indonesia. Wahana permainan untuk keluarga dengan berbagai permainan yang mengasyikkan. Bisa juga menikmati desiran ombak pantai.",5
Muntari,"tempat bagus,,
ada acara hiburannya...
1. menonton lumba2 …",5
Prigadhi Adisudarma,Mudah diakses dari Kota Pekalongan hanya berjarak 10 km dari hotel. Area parkir luas bisa menampung banyak Bis tapi akses pintu keluarnya saat kami berkunjung masih belum layak.  Biaya parkir 10rb untuk kendaraan kecil. Biaya tiket 60rb per …,4
Juniah Jun,"Alhamdulillah suka sekali dg suasana pantainya jadi bikin rileks pikiran
apalagi liat atraksi lumba lumba bikin anak anak senang dan bapak pun bahagia.
semoga ada rizki banyak lagi untuk bisa membawa keluarga besar ke SAFARI BEACH BATANG JAWA TENGAH lagi
aamiin",5
Kholila Ashlikhatii,Tempat rekreasi untuk liburan keluarga. Sayangnya waktu ke sana hujan jadi pengalaman yang didapat kurang 😌😌😌 …,3
Fredy Supriyanto,"Lumayan recommended si.. hnya saja smua makanan di dalm trllu mahal semua. Ok si mhal gpp tp tidak terlalu mencekik juga masa sekelas teh pucuk 10rb g umum bngt.sama tiket msuk menurut saya untuk kelas menengah atas, karena per orang 60rb",3
Fika Marlia,"Tempatnya belum tertata,masih banyak jalan berbatu,dan pertunjukannya masih biasa saja,tempat binatangnya juga seperti tidak terawat,tempat ini enaknya nyambung dengan pantai,anak2 kalau sdh bosan di kebun binatang bisa langsung main ke pantai.",4
Fachroni Hidayat,"Hewannya lumayan banyak tp sayang kurang lengkap, free vocer makan 10rb pertiket,",4
Raffasya Ahmad,"Bgus pantai nya bersih, bisa maen pasir d bibir pantai nya dan bisa nyebur jg. Untuk tiket masuk lupa wkwk trs ntar dpt vc yg bisa d tuker d stand food d dlm nya lumayan hehe …",4
by MAV,"htm @50k (free voucher makan 10k).

Aktivitas yang bisa dilakukan disana: …",5
Rudi Saputro,"Tiket masuk murah, 40rb, wahana lumayan. Yang paling bagus pertunjukan lumba2nya. Pantainya juga bersih. Ada beberapa koleksi hewan asia dan afrika. Cuaca sedikit panas tapi jangan khawatir karena banyak pohon rindang jadi sedikit bisa …",5
QAWAYYU IHTIBARi9io,"Bikin happy anak2... Yg bapak2 bisa mancing, anak2 bisa naik gajah unta sama liat lumba2, yg ibu2 bisa foto2...",5
Gitas,Salah satu jaringan Taman Safari Indonesia. Tiket murah meriah 40.000 per orang diatas 2 tahun. tapi sayang harus cash bayarnya gak bisa debet. Jadi harus siap uang ya. …,5
andreas bimar setiari,"Untuk ukuran pantai di pesisir utara Jawa, Safari Beach ini sangat recommended. Meskipun lokasinya dekat dengan PLTU, tapi pantai nya bersih. Tiket masuk 50K per orang, ditambah retribusi kawasan 5K, lumayan mahal sih memang. Lokasinya …",4
Septiana Wahyu Sari,"Ombaknya aman, binatangnya lucu, seru, tapi mungkin perlu di perbarui lagi binatang2nya dan jalan jalan diperbaiki yang masih blm rata 🤗 …",4
Fifi Afiyyah Noviani,Tempat nyaman dan bersih harga tiket murah to kalau naik2 satwa gitu hrs bayar lg. Makanan relatif mahal. Tp pelayanan dan kerahaman karyawan baik.,4
Muhammad Yusuf “Al Faruq” Al Faruq,"Bagus ada seller food berbagai jenis dari beverage and food , fasilitas umum tempat duduk yg paling penting kamar mandi dan mushola tersedia , ada berbagai jenis hewan beo ,unta , gajah ,monkey dll",5
Arlin W.,Pantai bersih tapi lebih baik gak berenang karena tempat bilas gak memadai. Keran gak keluar air. Di kamar mandi juga gak ada tempat bilas khusus. Jadi agak repot untuk bilas. Kebun binatang gak terlalu luas tapi lumayan lengkap. Harga …,4
galih akademik,Safari Beach Jateng atau Batang Safari @safaribeachjateng merupakan wahana kombinasi wisata pantai dan taman safari. Terletak di jalan penghubung pantai sigandu dan ujung negoro. Cuma 20 menit dari pekalongan maupun batang. Jika masuk …,5
Amiarsi Resonansani,"Kami berkunjung sore hari sekitar pukul 15.00. Kebetulan waktu itu pertunjukan Lumba2nya akan dimulai dan itu ada di sisi barat. Setelah pertunjukan Lumba2 selesai geser sedikit ke timur, ada pertunjukan aneka satwa. Pertunjukan aneka …",4
SITI KODIJAH,"tiketnya murah, hewannya blm banyak tapi tempatnya bersih, pertunjukannya sangat menghibur, masih ada pembangunan, tapi yang sangat disayangkan harga makanan dan minuman sangat mahal, contoh simpelnya es teh manis harga 10.000 cup sedang, es batunya sedikit langsung lebur jdi tdk dingin dan tidak manis lebih ke tawar.",4
Elsa Mulyani,"Safari Beach Batang, pengalaman pertama kesini lumayan excited dg beragam show nya. Pengalaman baru juga bersama anak bisa lihat banyak satwa. Banyak pilihan makanan walaupun dg harga yg lumayan di kantong bagi kami hehe tp fasilitasnya …",5
Paulus Nugroho Putro Kasih,"untuk safari memang kualitas baik

kondisi oktober 2022 …",3
Darryl I.M.T Ginting,Staff nya dari pintu masuk sampai didalam ramah banget suasana nyaman dan santai buat keluarga harga wajar dan enak enak..... Anak anak betah berlama lama dengan suasananya ... Tiap mudik sepertinya wajib mampir melepas lelah,5
Ahmad Muzawir,"Tempat rekreasi bersama keluarga yg dekat dengan pantai, ada atraksi lumba-lumba, atraksi burung pemangsa,dll  ngk boleh makanan dr luar karena bahaya buat satwa",5
S Nurhasanah,"Kebun binatang dipinggir pantai🔥👍👍👍👍👍👍 setiap malam minggu ada pertunjukan acrobat prime keren abis sihhhh ini
Htm : weekday 50k (20k voucher makan ditukar di cafe sekitar pantai) …",5
Farid Yustisiawan,Tempat safari cukup buat ilmu pengetahuan anak2 saat mengisi waktu liburan. Pantai jg bagus. Show2 jg bagus waktu di tampilkan. Hanya saja penamaan hewan n pemeliharaan hewan msh perlu di perbaiki. Rekomen deh 👍 …,5
Yanu Andria,"Tempat yang familyable banget. Tempat nya bersih, nyaman, fasilitas sangat lengkap. Area parkir luas, bersih dan tertata rapi. Mushola bersih, peralatan sholat lengkap, area wudhu juga bersih. Area pantai tempat nya sangat sangat cozy, …",5
Yoko,"25-04-23 momen libur lebaran htm 70k, dapat vocer 20k utk makan di area wisata, anak diatas 2th byr full. Lokasi mudah dijangkau dgn motor, mobil maupun bus. Koleksi hewan tidak terlalu banyak tp cukup utk menghibur anak2, ditambah dgn …",4
Nur Hikmah,"Kedua kalinya kesini,yg sekarang sudah jauh lebih bagus pantainya.banyak tempat duduk serta penjual makanan di pinggir pantai.banyak atraksi juga.",5
Faaizahbros Niar,Tempat rekreasi meskipun tidak terlalu luas tetapi lumayan bersih dengan aneka satwa. Bahkan ada beberapa yang tidak ditemukan di kebun binatang lainnya. Seperti atraksi lumba-lumba. Lumba-lumba dari penakaran. Pengunjung juga dapat melihat …,5
Lukman,"Arena bermain keluarga dengan pertunjukan utama dolphin, selain itu juga ada mini zoo nya. Tiket masuk 40rb sudah bisa menikmati pertunjukan dolphin dan satwa lain. Saat berkunjung sedang ada renovasi. Saran untuk beberapa hewan pagar …",5
Fatkhurrokhman Sidiq,"hrga tiket masuk dewasa 50rb, parkir mobil 10rb. masuk k pertunjukan lumba2 tidak bayar tp utk foto (pke hp sndiri) dg lumba2nya bayar 25rb per org. klo mau foto dan cetak lgsg tambah 35rb. …",5
indah laraswati,"Taman rekreasi yg familly bgt ini mah
Anak bisa happy liat binatang, liat atraksi binatang,,,
Orangtua bisa bersantai d tepi pantai…",5
Ikayanti Ayuning,"Kebun binatang di pinggir pantai,, tempat seru dan asyik buat liburan bersama keluarga,, banyak tempat duduk,, dan tersedia pancuran buat bilas sehabis berenang di pantai,,",5
unggul satriya anugrah,"Pertama kalinya ke taman safari pinggir pantai, kereennn, bersih pantainya...",5
yunita rahmawati,"Rekomendasi wisata untuk keluarga dan pasangan, tempat luas dan sangat nyaman, ada pertunjukan dolpin dan satwa lain selain pantai yang sangat bagus buat befoto.",5
Triyanto,Sangat rekomendasi buat bawa anak ke pantai ini.,5
Ambar Ayuningtyas,"Bagus, kebun binatang tapi hewannya terawat. Ada atraksi juga yg bisa dinikmati maraton. Hewannya lumayan banyak, walau belum selengkap yg di Bogor & Prigen. Tapi dengan harga tiket hanya 40rb (weekend) sudah termasuk nonton atraksi2, puas …",4
Furqon Nagageni,"Harga terjangkau dan hiburan mantap, Ada lumba2, atraksi aneka hewan, burung dll, pantai ya bagus dpt vocer makan jg, mantap lah pokonya",5
Yafa Haifah w,"Tempat keren buat liburan anak anak.. Terutama atraksi lumba lumba, mandi pantai.. Saran lebih pada tempat wudhu, penunjuk arah exit d tempat parkir, tempat ganti. Jempol",5
Dessy Chairani,"Pertunjukan dolphinnya bagus
15nov 21, update sekarang mainan kereta2 an udah rusak semua, selain itu bagus, cuma anak2 sbnrnya pgn naik kereeta2 juga ya..mgkn bisa di perbaiki? Atau …",5
Sandy Wibowo Lim Setiono,"Pertunjukan lumba lumba yang menarik, mini zoo yang terawat dan cukup lengkap koleksi binatangnya, pemandangan pantai yang indah. Banyak hal yang bisa dilakukan bersama keluarga di Batang Dolphins Center.",5
Jaka Utama,"Tempatnya adem meski pinggir pantai.
Banyak pepohonan
Ada atraksi lumba lumba dan satwa lain (jam tertentu). HTM tgl 02/07/22 kemarin …",5
Mugi Rahayu,Tempat wisata edukasi buat anak-anak. Keren juga atraksi hewan-hewannya,5
Prihati Rengganingsih,Baru x ini menemukan tempat wisata yg bersih.murah dengan paket komplit pantai dan kebun binatang. Yg paling berkesan ya lumba2 show.... Pasti datang lagi.. dan lg... Menikmati pantai yg bersih dengan tempat duduk yg nyaman tnp di ganggu …,5
楊羊,Saya ingin menonton pertunjukan lumba-lumba tetapi saya datang terlambat dan bahkan beberapa hewan sedang libur kerja. Saya hanya bisa minum kopi dan melihat laut.,4
Putri Aufanissa,"Pengalaman kami cukup menyenangkan, meskipun tidak banyak jenis hewan di sini.

Kita bisa berjalan-jalan menyusuri pantai sambil bermain pasir atau sekadar menikmati indahnya pemandangan. Selain itu kebersihan pantainya juga sangat terjaga.",5
SalSabila Prameswari,"Tiket akhir pekan 65k untuk dewasa.
Dan masih banyak pertunjukan dari binatang seperti lumba-lumba, burung dll.
Kebun binatang ini tidak terlalu besar namun memiliki beberapa hewan seperti …",5
Winda Priyanto,"perlu banyak renovasi, tapi konsepnya keren. kita dapat menikmati pantai & kebun binatang pada saat yang sama.. jadi saya menyarankan taman safari untuk mengisi lebih banyak hewan laut/air untuk menggabungkan konsepnya",4
Ardhian Bayu,Ini adalah permata tersembunyi di Kabupaten Batang. Tak pernah terpikir ada mini safari sebesar dan selengkap ini di Batang! …,5
Albert Tanzil,"Untuk kebun binatang di kota kecil, cukup menghibur. Pada dasarnya ini seperti safari taman mini. Namun dengan harga Rp 40.000, tempat ini menawarkan banyak hewan untuk membantu Anda mendapatkan hiburan. Mereka memiliki pertunjukan …",5
Hadi Gunawan,"Tempat safari ini tidak begitu besar seperti Taman Safari lainnya yang ada di Bogor, Prigen atau Bali.
Pertunjukan utamanya adalah lumba-lumba. Mereka memiliki berbagai pertunjukan …",4
Ajoy Prasad,"Tempat ini sangat dekat dengan Pekalongan dan terletak di Batang. Tempat terbaik untuk menghabiskan waktu bersama keluarga. Suka pertunjukan lumba-lumba. Saat-saat menyenangkan yang saya alami bersama teman-teman. Selain Dolphin, kebun binatang juga ada untuk melihat berbagai binatang dan burung.",5
ChueCherry,"baru tahu tempatnya di pekalongan, pantainya bagus, dan lahan safari untuk nongkrong bareng keluarga.. toilet lumayan gelap..parkir luas banget tapi gak semua area ada trotoar.. …",3
rizal isnain,"Balapan dengan atraksi burung e joss. Menunggang gajah dan unta juga bagus. Itu tidak nyaman. Akses masih lemah, cukup berdebu.
Pertama-tama, tiketnya murah, tapi cukup mahal untuk membayar di dalam. Mungkin itu layak untuk diulas",4
Wika Waskita,"Tempat luar biasa, staf yang ramah, tetapi masih banyak pekerjaan yang harus diselesaikan. Terutama soal area pejalan kaki & kebersihan, kerapihan lokasi. Secara keseluruhan, ini adalah pengalaman yang luar biasa....",5
Ashadi T. Utomo,"Ini bisa menjadi lebih menarik dari sekarang,,,,

Revitalisasi sangat dibutuhkan!! …",4
Suyandi Liyis,Mungkin satu-satunya tempat di Jawa Tengah untuk melihat pertunjukan lumba-lumba dan dikelola oleh Taman Safari Indonesia yang terkenal. …,4
Gideon Cavida,"Tempat ramah anak, banyak area petting untuk anak. Aktivitas yang lebih interaktif dengan para tamu.",5
Purwo Adi Nugroho,"Secara keseluruhan solid, meski masih dalam tahap pengembangan.",5
Andrew Fox,Tempat yang bagus untuk dikunjungi terutama dengan anak-anak. Pertunjukan lumba-lumba sangat menghibur. Anak-anak menikmati kebun binatang mini dan naik gajah. Tawar-menawar dengan harga 30k!,5
Manav Rungta,Merupakan pengalaman yang baik untuk perjalanan sehari. Bersenang-senang dengan banyak kegiatan meskipun banyak kegiatan yang tutup.,4
Ardo Verbian,Tempatnya nyaman dan makanannya enak,5
Gigih Sukma Putra,"Masih dalam renovasi tapi tidak apa-apa,",5
DinnySafira,"Permata tepi laut di Jawa Tengah ini benar-benar memanjakan indra Anda. Taman safari yang berdekatan memungkinkan Anda untuk melihat lebih dekat hewan-hewan eksotis seperti lumba-lumba lucu, gajah yang megah, unta bungkuk, dan burung beo …",5
Nabiela Alfi,Pemandangan yang indah,5
Gareth Steed,"Dimiliki oleh Taman Safari, ini adalah taman kecil di tepi pantai di Jawa Tengah. Konon, tampilan lumba-lumba sangat mengesankan dan ada beberapa burung dan reptil menarik di sana juga. Apa yang membuat tempat ini istimewa adalah lokasinya. …",4
dian ardianto,Bagus,5
Him,Tempat yang sangat bagus untuk berkumpul bersama keluarga.,4
Hanna Agustina,"Tempat yang sangat bagus untuk pergi bersama anak-anak.. biaya masuk sangat terjangkau, pemandangannya menakjubkan karena dekat pantai.. beberapa tempat sedang dalam renovasi berharap akan segera ada lebih banyak hewan & pertunjukan menarik.. pasti akan berkunjung lagi setelah itu renovasi selesai",5
farah rachmah,Safari prime sangat keren! Semua staf sangat baik,5
Татьяна Уем,"Kotor, tanpa perabotan. Hewan-hewan tersebut dipelihara dalam kondisi yang sangat buruk. Kami membayar 65.000 untuk orang, saya ingin segera pergi setelah kami masuk.",1
Cia,"Tempat yang bagus untuk membawa anak-anak muda. Letaknya di tepi pantai, jadi sangat menghibur bagi anak muda dan orang dewasa. Terpelihara dengan cukup baik. Harga wajar. Biasanya ramai. Tempat ini tetap buka di bulan Ramadhan, namun …",5
lusia indriani,Pertunjukan lumba-lumba yang bagus. Tiket masuknya 40.000,5
Dina Dina,Versi mini dari taman safari. Ada juga pertunjukan lumba-lumba dan berbagai pertunjukan binatang,5
kadek devi,"harga masuk bulan Juni 2019 Rp40.000 - foto bersama lumba-lumba Rp50.000 (tapi saya tidak punya fotonya, maaf) - main mobil Rp5.000",5
Izzatun Nidaa,Tempat yang bagus untuk dikunjungi bersama anak-anak Anda. Ada kebun binatang di sini.,5
Alvin Tonang,"Terletak di dalam Pantai Sigandu, ini adalah tempat konservasi lumba-lumba.. dijalankan oleh taman safari group, jadi anda akan melihat berbagai satwa namun dalam skala kecil, tidak sebesar taman safari Cisarua.. secara keseluruhan ini …",4
ACHMAD FAUZI,Tempat yang bagus untuk melihat lumba-lumba dan menikmati pantai.... Luar biasa...,5
Ari Pambudi,Tempat yang bagus untuk mengajak anak-anak mengenal binatang terutama lumba-lumba...,5
Inan Akhmad Sulaiman,Sepadan. Bagus,5
Devi Dimitra Maksum,Harus dikunjungi bersama anak-anak kecil Anda. Tempat kecil dan ceria. Cocokkan dengan namanya. MINI Taman Safari …,5
Prisilla Tan,"Hewan-hewannya terawat, bagus untuk pendidikan anak, sayang sekali permainannya sudah berkarat bahkan membuat suasana terasa tidak bersih.",4
Mohamad Sofian,"Iya lumayan buat rekreasi bareng keluarga, walau sedikit buat hewan...",5
Barkah W,"Jika Anda ingin lebih dekat dan pribadi dengan lumba-lumba, di sinilah tempatnya. Itu kecil dan intim. Tidak terlalu mainstream, pertunjukan lumba-lumba akan menyesuaikan dengan ketersediaan pengunjung. Jadi, periksa dulu sebelum berkunjung …",4
Toat M,Direkomendasikan Pengunjung,5
ade,Semua komersial,3
braghmandaru bhaskara,"Atraksi lumba-lumba, beberapa hewan lain untuk dilihat. jangan lupa membawa payung dan mengecek prakiraan cuaca sebelum berangkat karena jika hujan tidak ada aktivitas di sana",4
Tomy Yanto,"Kecil dan sempurna.
Jika Anda tinggal di kawasan Jawa Tengah dan ingin mengenal lebih jauh tentang satwa, khususnya lumba-lumba, kunjungi saja Batang Dolphins Center di Pantai …",4
matthew sayles,Tidak berkunjung tetapi harus menggunakan lokasi untuk gojek. Semua hewan yang ditangkap harus dibebaskan. Kondisinya tidak baik bagi mereka.,1
faris NU,Itu tempat yang sangat bagus... Ini masih dalam tahap renovasi. Nanti akan lebih baik,5
Christian Gunawan,Tempat yang bagus untuk bersantai bersama keluarga,4
saputra panca,Menyukai,4
Dony Gabrielle,"Pantai terbaik di pantura,
Bangga menikmatinya...",5
Dedi Rosiyanto,Tempat sosis n nugget yang direkomendasikan,5
Yudha Adiputro,"Menari lumba-lumba pada pukul 1300, 1500, 1700 WIB",5
Dewi Sulistiawati,"Batang Dolphins Center merupakan tempat wisata yang cocok untuk keluarga, terdapat banyak satwa, terdapat pertunjukan lumba-lumba dan pertunjukan burung. Tempat ini juga cocok untuk memberikan edukasi kepada anak-anak tentang berbagai satwa yang ada di Indonesia.",5
TimUR Channel,Tempat dengan suasana kebun binatang mini dengan suasana angin pantai yang menawan,5
Yafi Abdullah,No review text,5
Denny Saputra,Tempat yang bagus untuk keluarga..,5
Sukma Maskumambang,Pantai yang indah dan indah di malam hari,5
ely rusliawati,Luar biasa. Manis,5
Haryo Wiranto,"Kebun binatang yang terjangkau namun menarik, dengan atraksi lumba-lumba, burung, dan tempat rekreasi lainnya yang wajib dikunjungi ...",4
Nurhidayah Sapti Hapsari,No review text,5
Mardi Bunawan,Banyak hal menyenangkan tetapi tempatnya tidak dirawat dengan baik. Tidak ada akses kursi roda,3
mancing asik,menyesap,5
Rimula R,Tempat yang nyaman untuk berkumpul bersama keluarga tercinta,5
Sri Rejeki Suryaningsih,Lumba-lumba yang cantik... Suka sekali....,5
Arsyad Idah,No review text,5
Eko Heri Prasetiyo,Tempat yang bagus untuk membawa anak-anak Anda..banyak binatang dan pertunjukan. Tidak terlalu mahal juga,4
Anna zhr Abdullah,Tempat yang bagus untuk keluarga dan anak-anak. Di sana kita bisa menikmati pertunjukan lumba-lumba dan burung,3
dipati ukur,Oke,5
Arvinia Khansa Hanifa,Tak perlu tiket mahal untuk membahagiakan anak-anakmu di sini.haha,5
Ipank Mboted,No review text,4
Marie Shizuka,"Layak untuk dikunjungi kembali, sangat menghibur",5
jM studio,Hewannya banyak.. terus berkembang,5
ester feb,Asyikkk,5
Adhy Sulaksono,Hiburan yang bagus untuk keluarga Anda tetapi masih perlu perbaikan untuk fasilitas dan variasi hewan.,4
Gassak 33,"Bagus..
Pertunjukan bagus, tarian api",5
Aldie Febry,"Kebun binatang yang bagus, tapi jangan lupa membawa uang tunai. Mereka tidak menerima kartu debit/kredit",5
Said Dot,Joss,5
hisyam kholid,"Tempat yang indah untuk keluarga, kebun binatang mini, pemandangan indah dekat pantai, perjalanan yang menyenangkan di sana.",3
Putri Yuni Romadhani,Keluar dari keluarga hpy fun hpy,5
MAULUDI HAQQUL ADNI,"Tempatnya bagus,tunjukkan lumba2 dan binatang apa saja yang ada disana",5
Santy Fu,No review text,5
Devi Noviandi,Tempat yang bagus untuk keluarga,5
Kurnia Dwi Puspaningrum,No review text,4
feby,👍🏻👍🏻👍🏻 …,4
Kannammai Palaniappan,Tempat yang bagus untuk kunjungan singkat sehari. Menghibur untuk anak-anak dan menyegarkan untuk orang dewasa,4
Muh. Khusnul Marom (Kupras),No review text,5
DK Bird Farm,Atas,5
"drg. Rudy Wijayanto, MDSc, Sp.Perio",Safari Kecil di Jawa Tengah,5
Artika Sari Devi,Sangat Memuaskan💗 …,5
alfia khusna,No review text,5
sunar san,No review text,5
Rifqi Habibie,Mereka perlu memperbaiki jalan setidaknya yang dapat diakses oleh kereta dorong bayi,5
Najwa 123,"bagus,, bersih, indah, sejuk,, pohon terbaik,,",4
Ryan Fajar,Sangat direkomendasikan! Kita bisa melihat binatang apa pun di sana,5
Selvi Fitria Khoerunnisa,No review text,5
Mr. Tania Tan,Bagus..,5
Teguh Winarno,segar,5
aditya eka,No review text,5
Yudistira jaya permana,Tempat yang sangat bagus untuk pelarian singkat!,5
Riza Satria,Tempat yang bagus untuk waktu keluarga saat berada di Batang/Pekalongan..!!,5
fatma aryanti,No review text,5
petrus wawank,...memangkas,5
salman alfarisi,Menonton pertunjukan lumba-lumba membuatku sedih. Mereka harus melepaskannya ke perairan terbuka tempat mereka seharusnya berada.,3
Priandaru Silooy,Tempat luar biasa di antah berantah,5
Imuh Part Two,No review text,5
Achmad Alhuda,No review text,5
Nur Arifin,Makan di pinggir pantai sayang banget 😂 …,5
boentoro kamara,"Terlalu banyak rekreasi, terlalu artifisial, hanya sedikit konservasi",5
G.G. Giwangkara,No review text,5
Rofiq Lukman,tujuan yang bagus,5
Rahmachmad,No review text,4
Sephia M.,Pengalaman luar biasa yang bisa Anda dapatkan saat berada di Batang Dolphin Centre!,5
Anton Wibowo,No review text,5
Retno Asih,Suka sekali,4
Azam Rivani,No review text,4
Sonic,No review text,5
Rendyawan Aristyo,"Kebun binatang mini yang tak terduga di kota kecil, pertunjukan lumba-lumba yang luar biasa",5
Saffanah Imtinan,No review text,5
firman pijer,Bagus,5
Aditya Catur Yogi Adit,Gajah itu gguedeee,5
Arif Syaefudin Hidayat,No review text,5
Andi Ari,No review text,5
Budi Hendro Pitono,Ini tempat yang bagus untuk tempat nongkrong keluarga dan pendidikan anak-anak,5
Heru W Putranto,Mengeluh 😁😁 …,4
Yayan_iCha,No review text,5
Suryo Afandi,No review text,4
nurlaila karyati,No review text,4
Aisyah Rokhasanah,No review text,5
Nurani Diah Safitri,kamu bisa melihat beberapa lumba-lumba lucu di sana 😍 …,4
Gilang Pradita,No review text,5
Liakarla Ninna,No review text,5
GRV,Beraneka ragam binatang dan senang melihat lumba-lumba,5
Januar Indrawan,No review text,5
Dian Anggi,No review text,3
N&N VISION,No review text,4
Isant Kurniawan,No review text,5
Diyah Indayanti,No review text,1
Jansen Chandra,No review text,2
Auxentiouz Benny,No review text,5
Hendra Aquan,Bagus untuk pendidikan,5
Rofi ati,No review text,4
Harum Ishma Savitri,No review text,5
Ragil Prayogi,No review text,5
rangga gilang,No review text,4
agoes ops,Senin,5
Cindy Snowy,Tidak ditata/dipelihara dengan baik seperti TSI,2
Dwi Honesty,"Destinasi pantai yang diremehkan, wajib dikunjungi.",5
Brother's Akbar,No review text,5
catur sarwono,Tempatnya bagus. Lengkapi hewan-hewan itu lagi.,4
Al Fariszy,Rekomendasi tempat liburan...untuk anak-anak dan dewasa😍 …,5
Miftakhudin Zaeni,No review text,4
Siti fatimah,No review text,5
Aira Nura,No review text,5
riyanef,No review text,5
agus rahmanta,Tempat yang bagus untuk menghabiskan akhir pekan bersama keluarga tercinta,3
Ahmad Fauzi,Tempat yang bagus dan berpotensi menjadi lebih baik,5
Nor Latifa,No review text,4
Farkhatun_,No review text,5
Puri Fathana,No review text,4
Amin Aziz,No review text,5
los ZetaZ,No review text,4
Erl,No review text,5
Said Muhammad,Bagus,5
devi rosalina,No review text,5
Dunia Nadia,Joss,5
Fikri Azham,No review text,4
LAELA HASAN,No review text,5
mikhayla hasna,No review text,4
Sari Wardani,No review text,5
Eko Schuscanto,No review text,5
Husni Wakhyudin,Tentang telolet tentang,5
Danish Dafinah,No review text,5
Izza,No review text,5
Aria Hamdani,Suasana santai yang menyenangkan di tepi pantai,5
pujek aljaber,Sangat bagus,5
Septa Ady,No review text,4
Kurnia Sandi,sial,5
Endon Priyanto,Kurang bersih,5
poseng gm,tidak baik,1
Sylvia De Laura,Saya bersenang-senang.,5
Royati seno,No review text,4
